,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range,labels
2718,F,71000,0,4,5,27,3,2,2,60-69,5-9,5-9,0-4,80-89,0-9,50-59,40-49,2
2719,F,82000,5,4,6,210,23,2,3,70-79,5-9,5-9,5-9,60-69,80-89,30-39,40-49,2
2720,F,32000,0,4,6,4,2,3,3,50-59,0-4,5-9,5-9,60-69,0-9,60-69,60-69,-1
2721,M,44000,4,3,5,191,10,2,2,20-29,15-19,5-9,5-9,60-69,80-89,40-49,30-39,0
2722,M,64000,1,3,3,25,2,1,1,20-29,5-9,0-4,0-4,90-100,30-39,30-39,50-59,2
2723,M,71000,3,3,3,170,21,1,1,60-69,5-9,5-9,0-4,90-100,90-100,30-39,10-19,2
2724,F,102000,2,1,4,127,25,0,2,50-59,5-9,0-4,5-9,20-29,50-59,40-49,10-19,-1
2725,F,72000,2,5,5,178,17,2,0,40-49,10-14,5-9,0-4,90-100,40-49,0-9,30-39,0
2726,M,56000,0,4,5,14,3,3,1,80+,0-4,5-9,0-4,80-89,0-9,50-59,60-69,0
2727,F,71000,3,2,5,131,18,1,2,50-59,5-9,0-4,5-9,40-49,60-69,30-39,30-39,2
2728,M,32000,1,3,3,15,2,0,2,60-69,5-9,0-4,5-9,90-100,30-39,40-49,30-39,2
2729,F,93000,2,2,2,74,18,2,0,50-59,0-4,5-9,0-4,90-100,90-100,0-9,30-39,0
2730,M,71000,1,1,4,40,20,2,1,50-59,0-4,0-4,0-4,20-29,20-29,90-100,50-59,-1
2731,M,63000,5,6,6,306,17,2,1,60-69,15-19,5-9,5-9,90-100,80-89,10-19,20-29,0
2732,F,104000,4,4,4,277,27,2,0,40-49,10-14,10-14,0-4,90-100,90-100,0-9,10-19,0
2733,M,46000,0,0,3,18,2,1,1,70-79,5-9,0-4,0-4,0-9,0-9,50-59,90-100,-1
2734,F,87000,2,4,5,134,22,2,2,60-69,5-9,5-9,0-4,80-89,40-49,50-59,40-49,2
2735,M,80000,6,3,6,111,18,3,2,50-59,5-9,10-14,0-4,50-59,90-100,50-59,20-29,-1
2736,M,45000,0,3,3,16,2,1,1,60-69,5-9,0-4,0-4,90-100,0-9,20-29,50-59,-1
2737,F,56000,4,5,6,169,16,1,2,20-29,10-14,0-4,10-14,80-89,60-69,10-19,50-59,0
2738,M,30000,3,5,5,82,6,2,1,80+,10-14,5-9,0-4,90-100,60-69,30-39,20-29,0
2739,F,61000,3,2,3,155,12,1,1,20-29,10-14,5-9,0-4,60-69,90-100,50-59,10-19,0
2740,M,81000,4,4,5,55,18,3,1,50-59,0-4,10-14,0-4,80-89,80-89,50-59,20-29,-1
2741,M,82000,3,2,4,178,25,3,1,50-59,5-9,5-9,0-4,50-59,70-79,30-39,50-59,2
2742,M,69000,5,3,5,796,66,0,4,60-69,10-14,0-4,10-14,60-69,90-100,30-39,50-59,0
2743,F,47000,4,5,6,83,9,2,3,30-39,5-9,5-9,10-14,80-89,60-69,30-39,40-49,2
2744,F,87000,4,5,5,260,21,2,3,40-49,10-14,5-9,5-9,90-100,80-89,30-39,40-49,0
2745,M,68000,0,3,4,15,2,1,1,60-69,5-9,0-4,0-4,70-79,0-9,90-100,20-29,2
2746,F,96000,1,2,3,90,22,1,0,60-69,0-4,0-4,0-4,60-69,30-39,0-9,30-39,0
2747,F,66000,3,4,4,206,20,1,2,70-79,10-14,0-4,5-9,90-100,70-79,30-39,30-39,0
2748,M,44000,1,2,4,11,2,1,1,50-59,0-4,0-4,0-4,50-59,20-29,30-39,50-59,0
2749,M,38000,2,3,5,44,2,1,2,50-59,20-24,0-4,5-9,60-69,40-49,30-39,50-59,0
2750,F,118000,2,3,5,210,26,1,2,60-69,5-9,0-4,5-9,60-69,40-49,40-49,30-39,2
2751,F,64000,4,4,5,335,15,1,3,60-69,20-24,0-4,5-9,80-89,80-89,30-39,30-39,0
2752,M,51000,3,4,5,83,11,1,1,11-19,5-9,0-4,5-9,80-89,60-69,20-29,30-39,2
2753,F,83000,3,5,6,123,20,1,1,60-69,5-9,0-4,5-9,80-89,50-59,10-19,50-59,2
2754,M,82000,4,6,6,105,21,2,2,70-79,5-9,5-9,5-9,90-100,60-69,30-39,20-29,2
2755,F,59000,2,1,2,53,17,1,0,60-69,0-4,5-9,0-4,50-59,90-100,0-9,20-29,-1
2756,F,98000,4,4,4,277,27,0,4,40-49,10-14,0-4,10-14,90-100,90-100,30-39,20-29,0
2757,F,68000,0,4,5,41,20,2,2,70-79,0-4,5-9,0-4,80-89,0-9,50-59,40-49,0
2758,M,47000,2,2,3,34,8,1,1,20-29,0-4,0-4,0-4,60-69,60-69,20-29,30-39,0
2759,F,55000,3,4,5,83,3,2,1,11-19,25-29,5-9,0-4,80-89,60-69,30-39,20-29,-1
2760,F,40000,5,4,5,75,10,2,2,20-29,5-9,5-9,5-9,80-89,90-100,20-29,30-39,2
2761,F,77000,3,0,6,115,23,1,2,70-79,5-9,0-4,5-9,0-9,50-59,30-39,50-59,-1
2762,F,62000,3,2,5,183,16,1,2,20-29,10-14,0-4,0-4,40-49,60-69,50-59,30-39,-1
2763,F,96000,3,3,5,268,29,2,1,80+,5-9,5-9,0-4,60-69,60-69,30-39,40-49,2
2764,F,85000,3,4,5,96,24,1,2,60-69,0-4,0-4,5-9,80-89,60-69,20-29,30-39,0
2765,F,88000,2,3,3,145,29,1,2,40-49,5-9,0-4,5-9,90-100,60-69,40-49,30-39,2
2766,M,79000,1,4,6,16,16,1,3,50-59,0-4,0-4,5-9,60-69,10-19,60-69,20-29,-1
2767,M,60000,1,3,4,42,4,2,2,50-59,10-14,0-4,0-4,70-79,20-29,50-59,50-59,0
2768,M,64000,0,2,5,12,2,2,2,60-69,5-9,0-4,0-4,40-49,0-9,60-69,50-59,2
2769,M,31000,0,4,4,22,5,0,2,80+,0-4,0-4,5-9,90-100,0-9,30-39,50-59,0
2770,F,97000,5,5,6,343,26,3,2,50-59,10-14,5-9,5-9,80-89,80-89,40-49,30-39,0
2771,M,77000,3,1,4,56,18,1,3,60-69,0-4,0-4,5-9,20-29,70-79,50-59,50-59,-1
2772,F,54000,5,4,5,255,13,2,1,11-19,15-19,10-14,0-4,80-89,90-100,50-59,10-19,0
2773,M,49000,2,1,3,43,3,1,2,40-49,10-14,0-4,5-9,30-39,60-69,40-49,90-100,-1
2774,F,83000,5,4,5,230,19,2,2,50-59,10-14,5-9,5-9,80-89,90-100,30-39,20-29,0
2775,F,78000,5,5,5,229,19,2,1,60-69,10-14,10-14,0-4,90-100,90-100,30-39,10-19,0
2776,M,100000,2,4,5,117,29,2,3,70-79,0-4,0-4,5-9,80-89,40-49,40-49,50-59,0
2777,M,65000,5,6,6,229,16,3,1,50-59,10-14,10-14,0-4,90-100,80-89,30-39,20-29,0
2778,M,94000,1,4,4,62,31,2,2,50-59,0-4,0-4,5-9,90-100,20-29,40-49,50-59,0
2779,F,94000,2,3,3,214,30,2,1,60-69,5-9,5-9,0-4,90-100,60-69,30-39,40-49,2
2780,M,68000,3,3,4,55,5,2,1,40-49,10-14,5-9,0-4,70-79,70-79,30-39,40-49,0
2781,F,43000,3,3,5,93,9,1,2,50-59,10-14,0-4,5-9,60-69,60-69,30-39,30-39,0
2782,M,35000,0,3,5,8,1,2,1,40-49,5-9,0-4,0-4,60-69,0-9,90-100,60-69,2
2783,M,38000,1,2,2,41,4,2,0,40-49,5-9,5-9,0-4,90-100,50-59,0-9,40-49,2
2784,M,45000,0,1,3,16,2,0,2,50-59,5-9,0-4,0-4,30-39,0-9,60-69,40-49,2
2785,M,77000,2,5,5,43,14,1,2,30-39,0-4,0-4,5-9,90-100,40-49,40-49,30-39,0
2786,F,63000,2,6,6,42,14,2,1,50-59,0-4,5-9,5-9,90-100,30-39,10-19,30-39,-1
2787,F,86000,4,3,4,178,25,1,2,80+,5-9,5-9,5-9,70-79,90-100,30-39,20-29,2
2788,F,53000,6,6,6,101,12,3,2,70-79,5-9,10-14,5-9,90-100,90-100,30-39,20-29,2
2789,M,50000,0,1,3,7,2,1,1,40-49,0-4,0-4,0-4,30-39,0-9,50-59,90-100,0
2790,F,96000,3,4,4,262,26,2,1,80+,10-14,5-9,0-4,90-100,70-79,30-39,30-39,0
2791,F,65000,1,5,5,22,22,1,2,70-79,0-4,0-4,5-9,90-100,20-29,30-39,30-39,0
2792,M,89000,1,2,3,49,16,1,2,80+,0-4,0-4,5-9,60-69,30-39,40-49,90-100,-1
2793,M,66000,3,6,6,103,4,3,2,50-59,25-29,5-9,5-9,90-100,50-59,20-29,40-49,-1
2794,F,109000,3,4,5,146,24,3,0,80+,5-9,5-9,0-4,80-89,60-69,0-9,30-39,2
2795,M,71000,1,1,5,22,2,1,1,50-59,5-9,0-4,0-4,20-29,20-29,30-39,90-100,-1
2796,M,52000,1,1,1,372,62,1,0,60-69,5-9,0-4,0-4,90-100,90-100,0-9,30-39,-1
2797,M,96000,1,3,4,123,24,1,2,80+,5-9,0-4,0-4,70-79,20-29,50-59,50-59,2
2798,M,77000,1,6,6,45,22,1,3,40-49,0-4,5-9,5-9,90-100,10-19,50-59,20-29,-1
2799,M,81000,2,4,4,87,17,2,0,40-49,5-9,5-9,0-4,90-100,50-59,0-9,20-29,2
2800,F,89000,2,3,5,96,24,1,0,50-59,0-4,5-9,0-4,60-69,40-49,0-9,20-29,0
2801,M,34000,0,3,4,10,1,1,2,50-59,5-9,0-4,0-4,70-79,0-9,50-59,50-59,2
2802,O,42000,1,3,4,91,10,1,1,30-39,5-9,0-4,0-4,70-79,20-29,90-100,30-39,-1
2803,M,65000,0,0,2,29,3,0,2,70-79,5-9,0-4,0-4,0-9,0-9,90-100,30-39,-1
2804,F,51000,3,5,6,42,4,3,2,40-49,10-14,5-9,5-9,80-89,50-59,30-39,30-39,0
2805,F,44000,2,2,3,101,9,2,0,50-59,10-14,5-9,0-4,60-69,60-69,0-9,40-49,0
2806,M,64000,1,3,4,48,4,2,1,50-59,10-14,0-4,0-4,70-79,20-29,30-39,60-69,0
2807,M,82000,2,6,6,66,22,1,3,60-69,0-4,0-4,10-14,90-100,30-39,30-39,50-59,0
2808,M,64000,1,0,5,17,3,0,2,50-59,5-9,0-4,5-9,0-9,20-29,30-39,50-59,-1
2809,M,54000,3,2,3,192,8,1,2,70-79,20-24,0-4,5-9,60-69,90-100,40-49,30-39,-1
2810,M,68000,1,2,4,21,4,1,2,30-39,5-9,0-4,0-4,50-59,20-29,60-69,30-39,2
2811,M,55000,3,3,3,126,14,2,1,40-49,5-9,5-9,0-4,90-100,90-100,30-39,30-39,2
2812,F,52000,4,4,4,139,13,3,1,30-39,10-14,5-9,0-4,90-100,90-100,30-39,30-39,0
2813,M,73000,1,2,3,13,3,1,1,80+,0-4,0-4,0-4,60-69,30-39,30-39,50-59,0
2814,F,44000,0,4,4,46,2,2,1,60-69,20-24,0-4,0-4,90-100,0-9,50-59,50-59,-1
2815,F,91000,4,3,4,229,25,3,0,50-59,5-9,10-14,0-4,70-79,90-100,0-9,20-29,2
2816,M,50000,2,4,4,31,10,2,1,40-49,0-4,5-9,0-4,90-100,50-59,50-59,30-39,0
2817,F,64000,3,3,3,87,17,0,1,40-49,5-9,0-4,5-9,90-100,90-100,10-19,30-39,2
2818,F,71000,2,4,4,52,17,0,3,60-69,0-4,0-4,10-14,90-100,50-59,30-39,30-39,0
2819,F,33000,1,3,5,120,8,1,0,50-59,10-14,0-4,0-4,60-69,20-29,0-9,50-59,0
2820,F,74000,0,3,5,14,14,1,1,70-79,0-4,0-4,0-4,60-69,0-9,50-59,50-59,0
2821,F,36000,3,3,4,161,9,0,3,20-29,15-19,0-4,5-9,70-79,70-79,30-39,50-59,0
2822,M,47000,4,4,6,84,3,3,2,40-49,20-24,5-9,5-9,60-69,60-69,40-49,30-39,-1
2823,M,51000,5,4,5,172,12,3,2,40-49,10-14,5-9,5-9,80-89,90-100,40-49,30-39,0
2824,M,58000,0,2,3,18,2,1,1,40-49,5-9,0-4,0-4,60-69,0-9,90-100,50-59,2
2825,M,85000,5,3,6,272,22,2,3,50-59,10-14,5-9,5-9,50-59,80-89,30-39,40-49,0
2826,F,59000,4,2,5,206,13,0,3,40-49,15-19,0-4,10-14,40-49,80-89,30-39,40-49,0
2827,M,42000,0,2,3,80,13,2,1,50-59,5-9,0-4,0-4,60-69,0-9,90-100,50-59,2
2828,M,41000,2,2,4,38,1,1,3,60-69,20-24,0-4,5-9,50-59,50-59,40-49,90-100,-1
2829,F,66000,3,6,6,109,13,1,3,60-69,5-9,0-4,10-14,90-100,50-59,20-29,50-59,2
2830,M,75000,2,4,5,27,2,3,0,50-59,10-14,5-9,0-4,80-89,40-49,0-9,40-49,0
2831,M,61000,3,2,6,62,3,1,3,20-29,15-19,0-4,5-9,30-39,50-59,30-39,50-59,-1
2832,M,59000,0,3,3,11,2,2,1,40-49,5-9,0-4,0-4,90-100,0-9,50-59,50-59,2
2833,M,81000,3,4,4,68,22,2,1,50-59,0-4,5-9,5-9,90-100,70-79,10-19,40-49,0
2834,M,45000,2,2,6,28,4,2,1,80+,5-9,5-9,0-4,30-39,30-39,90-100,20-29,-1
2835,M,72000,2,4,4,57,19,2,1,80+,0-4,5-9,5-9,90-100,50-59,20-29,40-49,0
2836,M,39000,1,3,4,51,2,2,1,60-69,15-19,5-9,0-4,70-79,20-29,30-39,40-49,-1
2837,M,82000,2,4,5,82,20,2,0,50-59,0-4,5-9,0-4,80-89,40-49,0-9,20-29,0
2838,F,116000,5,4,6,1030,79,3,1,80+,10-14,10-14,0-4,60-69,80-89,90-100,20-29,-1
2839,M,35000,1,3,4,9,4,0,3,40-49,0-4,0-4,5-9,70-79,20-29,50-59,20-29,0
2840,M,84000,1,2,3,98,19,2,0,50-59,5-9,5-9,0-4,60-69,30-39,0-9,30-39,2
2841,M,63000,4,3,4,96,16,2,1,50-59,5-9,5-9,5-9,70-79,90-100,20-29,30-39,2
2842,F,107000,1,1,3,105,21,0,2,50-59,5-9,0-4,0-4,30-39,30-39,50-59,30-39,2
2843,F,70000,5,5,5,268,16,2,1,30-39,15-19,5-9,5-9,90-100,90-100,10-19,20-29,0
2844,M,73000,2,2,5,98,24,1,2,60-69,0-4,0-4,5-9,40-49,40-49,20-29,90-100,-1
2845,M,38000,0,4,5,6,1,1,2,80+,0-4,0-4,5-9,80-89,0-9,40-49,50-59,0
2846,F,58000,1,5,5,13,3,2,1,20-29,0-4,5-9,0-4,90-100,20-29,30-39,30-39,0
2847,F,78000,2,0,3,77,25,1,1,50-59,0-4,0-4,0-4,0-9,60-69,50-59,50-59,-1
2848,F,52000,2,4,4,45,15,0,2,60-69,0-4,0-4,5-9,90-100,50-59,20-29,50-59,0
2849,F,57000,5,4,5,237,14,1,3,40-49,15-19,0-4,10-14,80-89,90-100,20-29,30-39,0
2850,M,105000,2,3,3,169,28,0,1,60-69,5-9,0-4,5-9,90-100,60-69,10-19,30-39,2
2851,M,74000,3,4,4,55,3,1,3,40-49,15-19,0-4,5-9,90-100,70-79,30-39,50-59,0
2852,F,83000,3,2,3,114,22,1,2,70-79,5-9,0-4,5-9,60-69,90-100,40-49,30-39,2
2853,M,91000,5,6,6,215,19,1,4,50-59,10-14,0-4,10-14,90-100,80-89,30-39,30-39,0
2854,F,73000,4,2,5,96,19,3,2,50-59,5-9,5-9,5-9,40-49,80-89,40-49,50-59,2
2855,M,62000,2,3,4,101,16,0,2,60-69,5-9,0-4,5-9,70-79,50-59,40-49,50-59,2
2856,M,69000,2,2,2,96,16,1,1,50-59,5-9,0-4,0-4,90-100,90-100,30-39,30-39,2
2857,F,70000,0,3,4,18,2,2,1,70-79,5-9,5-9,0-4,70-79,0-9,50-59,40-49,2
2858,M,33000,0,2,4,0,0,2,2,60-69,0-4,0-4,0-4,50-59,0-9,60-69,60-69,0
2859,O,30000,3,4,5,91,3,3,1,20-29,25-29,10-14,0-4,80-89,60-69,90-100,20-29,-1
2860,F,73000,1,3,4,22,3,2,2,30-39,5-9,0-4,5-9,70-79,20-29,40-49,60-69,2
2861,F,60000,1,3,3,184,10,1,0,40-49,15-19,5-9,0-4,90-100,30-39,0-9,20-29,0
2862,M,94000,3,5,5,254,23,1,1,50-59,10-14,0-4,5-9,90-100,60-69,10-19,30-39,0
2863,F,59000,3,1,6,37,5,2,2,50-59,5-9,0-4,5-9,10-19,50-59,30-39,60-69,-1
2864,F,84000,3,3,3,262,23,1,1,70-79,10-14,0-4,5-9,90-100,90-100,10-19,30-39,0
2865,M,31000,3,2,5,80,8,2,2,60-69,10-14,5-9,0-4,40-49,60-69,60-69,30-39,-1
2866,M,57000,5,5,5,160,13,1,2,70-79,10-14,0-4,10-14,90-100,90-100,10-19,30-39,0
2867,F,55000,3,5,5,50,2,2,2,50-59,20-24,5-9,5-9,90-100,60-69,20-29,40-49,0
2868,M,41000,2,4,5,51,2,1,2,50-59,20-24,0-4,5-9,80-89,40-49,20-29,50-59,0
2869,F,89000,3,4,4,318,26,1,1,60-69,10-14,5-9,0-4,90-100,70-79,30-39,10-19,0
2870,F,116000,2,3,3,94,23,3,0,50-59,0-4,5-9,0-4,90-100,60-69,0-9,30-39,0
2871,M,72000,4,4,5,212,16,3,0,30-39,10-14,10-14,0-4,80-89,80-89,0-9,20-29,0
2872,M,67000,2,4,5,49,16,1,2,50-59,0-4,0-4,5-9,80-89,40-49,30-39,30-39,0
2873,F,58000,0,3,5,11,2,2,2,30-39,0-4,0-4,0-4,60-69,0-9,50-59,60-69,0
2874,F,58000,4,2,4,215,14,2,2,30-39,15-19,5-9,5-9,50-59,90-100,40-49,40-49,0
2875,M,36000,0,4,4,51,2,2,1,50-59,15-19,5-9,0-4,90-100,0-9,50-59,30-39,-1
2876,F,118000,2,2,4,52,26,1,2,40-49,0-4,0-4,5-9,50-59,50-59,40-49,90-100,-1
2877,M,72000,5,3,5,283,18,0,3,50-59,15-19,0-4,10-14,60-69,90-100,20-29,90-100,-1
2878,M,62000,1,4,5,43,21,2,2,70-79,0-4,5-9,5-9,80-89,20-29,40-49,40-49,0
2879,M,51000,0,3,5,4,1,3,1,30-39,0-4,5-9,0-4,60-69,0-9,50-59,60-69,0
2880,M,33000,0,3,6,1,1,1,2,20-29,0-4,0-4,0-4,50-59,0-9,90-100,50-59,0
2881,M,58000,0,1,4,24,4,1,1,70-79,5-9,0-4,0-4,20-29,0-9,90-100,30-39,-1
2882,F,78000,1,3,4,42,14,2,1,60-69,0-4,5-9,0-4,70-79,20-29,50-59,30-39,0
2883,F,72000,0,2,3,15,7,1,0,30-39,0-4,0-4,0-4,60-69,0-9,0-9,50-59,0
2884,M,52000,0,2,3,7,2,0,1,50-59,0-4,0-4,0-4,60-69,0-9,90-100,50-59,0
2885,M,84000,1,3,4,78,26,1,1,50-59,0-4,0-4,0-4,70-79,20-29,30-39,50-59,0
2886,M,87000,1,3,5,21,21,2,2,60-69,0-4,0-4,0-4,60-69,20-29,50-59,60-69,0
2887,F,87000,2,3,3,181,25,1,0,70-79,5-9,5-9,0-4,90-100,60-69,0-9,10-19,2
2888,M,80000,5,5,5,141,20,2,2,70-79,5-9,5-9,5-9,90-100,90-100,20-29,30-39,2
2889,F,58000,1,3,5,19,2,0,2,60-69,5-9,0-4,5-9,60-69,20-29,20-29,30-39,2
2890,M,89000,2,5,5,145,24,2,1,60-69,5-9,5-9,0-4,90-100,40-49,30-39,40-49,2
2891,M,31000,0,2,3,16,3,2,1,50-59,5-9,0-4,0-4,60-69,0-9,50-59,60-69,2
2892,F,92000,3,2,4,166,23,0,2,60-69,5-9,0-4,5-9,50-59,70-79,20-29,60-69,2
2893,M,78000,4,6,6,275,19,1,3,70-79,10-14,0-4,5-9,90-100,60-69,30-39,30-39,0
2894,M,70000,1,1,3,38,3,1,1,60-69,10-14,0-4,0-4,30-39,30-39,50-59,50-59,0
2895,M,44000,1,2,3,29,2,0,2,30-39,10-14,0-4,5-9,60-69,30-39,30-39,50-59,-1
2896,M,82000,3,5,6,49,16,3,2,40-49,0-4,5-9,5-9,80-89,50-59,40-49,30-39,0
2897,M,57000,0,3,5,12,3,2,2,20-29,0-4,0-4,0-4,60-69,0-9,60-69,50-59,0
2898,M,102000,2,3,4,85,28,2,2,50-59,0-4,0-4,5-9,70-79,50-59,30-39,60-69,0
2899,M,53000,2,5,6,65,3,2,2,60-69,20-24,0-4,5-9,80-89,30-39,30-39,50-59,0
2900,M,64000,4,4,4,195,19,2,1,30-39,10-14,5-9,0-4,90-100,90-100,30-39,20-29,0
2901,M,35000,1,1,4,20,5,2,1,60-69,0-4,0-4,0-4,20-29,20-29,50-59,50-59,0
2902,F,104000,2,1,4,69,23,2,1,80+,0-4,0-4,0-4,20-29,50-59,50-59,50-59,-1
2903,M,109000,2,2,5,145,24,1,2,50-59,5-9,0-4,5-9,40-49,40-49,30-39,90-100,-1
2904,F,96000,0,3,3,108,27,0,1,60-69,0-4,0-4,0-4,90-100,0-9,50-59,90-100,0
2905,F,112000,2,1,4,74,24,2,2,60-69,0-4,0-4,5-9,20-29,50-59,40-49,90-100,-1
2906,M,79000,0,4,4,30,15,1,2,70-79,0-4,0-4,0-4,90-100,0-9,50-59,50-59,0
2907,F,84000,2,2,2,114,19,1,1,40-49,5-9,0-4,0-4,90-100,90-100,30-39,30-39,2
2908,M,67000,1,4,5,132,22,1,2,70-79,5-9,0-4,0-4,80-89,20-29,50-59,30-39,2
2909,M,73000,1,3,5,38,2,1,2,20-29,10-14,0-4,0-4,60-69,20-29,50-59,50-59,0
2910,F,66000,3,3,4,112,18,2,1,50-59,5-9,5-9,0-4,70-79,70-79,30-39,40-49,2
2911,F,89000,4,3,4,211,26,3,1,80+,5-9,5-9,0-4,70-79,90-100,30-39,30-39,2
2912,F,46000,4,4,5,166,13,1,2,60-69,10-14,0-4,5-9,80-89,80-89,20-29,30-39,0
2913,M,47000,1,4,6,47,4,3,1,70-79,10-14,5-9,0-4,60-69,10-19,90-100,30-39,-1
2914,M,51000,0,2,4,4,1,1,2,30-39,0-4,0-4,0-4,50-59,0-9,90-100,20-29,0
2915,F,65000,1,2,4,33,3,0,2,20-29,5-9,0-4,5-9,50-59,20-29,20-29,20-29,2
2916,M,56000,0,5,5,46,15,2,1,40-49,0-4,0-4,0-4,90-100,0-9,50-59,50-59,0
2917,M,68000,4,4,4,162,20,2,2,60-69,5-9,5-9,5-9,90-100,90-100,30-39,30-39,2
2918,F,68000,2,5,5,132,16,1,1,50-59,5-9,0-4,0-4,90-100,40-49,30-39,30-39,2
2919,F,72000,2,4,4,141,17,2,2,40-49,5-9,5-9,5-9,90-100,50-59,40-49,40-49,2
2920,M,74000,4,3,5,237,18,2,2,30-39,10-14,5-9,5-9,60-69,80-89,40-49,40-49,0
2921,F,39000,0,3,5,24,3,2,2,70-79,5-9,0-4,0-4,60-69,0-9,60-69,50-59,2
2922,M,35000,1,2,3,148,8,0,2,30-39,15-19,0-4,0-4,60-69,30-39,50-59,50-59,0
2923,M,87000,3,4,4,40,20,2,2,50-59,0-4,5-9,5-9,90-100,70-79,30-39,40-49,0
2924,F,73000,0,4,4,13,2,1,1,50-59,5-9,5-9,0-4,90-100,0-9,50-59,10-19,2
2925,F,55000,4,4,4,209,16,2,1,50-59,10-14,5-9,5-9,90-100,90-100,10-19,30-39,0
2926,M,48000,1,4,4,31,3,2,0,50-59,5-9,5-9,0-4,90-100,20-29,0-9,40-49,2
2927,F,110000,0,4,5,85,21,1,2,50-59,0-4,0-4,0-4,80-89,0-9,60-69,50-59,0
2928,M,67000,1,3,5,22,4,3,2,50-59,5-9,5-9,0-4,60-69,20-29,50-59,60-69,2
2929,M,54000,2,4,4,43,21,2,1,40-49,0-4,5-9,0-4,90-100,50-59,30-39,40-49,0
2930,M,32000,0,3,4,5,1,1,3,60-69,0-4,0-4,5-9,70-79,0-9,60-69,50-59,0
2931,F,73000,3,3,3,908,50,1,2,60-69,15-19,0-4,5-9,90-100,90-100,30-39,30-39,0
2932,F,39000,1,3,3,32,2,1,1,20-29,10-14,5-9,0-4,90-100,30-39,50-59,20-29,0
2933,F,112000,4,4,4,278,25,2,2,50-59,10-14,5-9,5-9,90-100,90-100,30-39,30-39,0
2934,F,80000,3,2,4,140,20,1,2,70-79,5-9,0-4,5-9,50-59,70-79,20-29,50-59,2
2935,M,50000,4,4,5,114,14,1,2,20-29,5-9,0-4,5-9,80-89,80-89,20-29,30-39,2
2936,M,36000,1,2,4,128,7,0,1,40-49,15-19,0-4,0-4,50-59,20-29,30-39,30-39,0
2937,M,60000,3,3,5,65,4,1,2,11-19,10-14,0-4,5-9,60-69,60-69,30-39,30-39,0
2938,M,32000,3,3,6,47,2,1,2,50-59,15-19,0-4,5-9,50-59,50-59,20-29,20-29,0
2939,M,51000,1,3,3,25,12,2,0,30-39,0-4,5-9,0-4,90-100,30-39,0-9,20-29,0
2940,M,59000,0,3,4,11,11,1,2,40-49,0-4,0-4,5-9,70-79,0-9,40-49,50-59,0
2941,M,49000,4,4,5,77,9,3,1,30-39,5-9,5-9,0-4,80-89,80-89,30-39,30-39,2
2942,F,41000,0,3,3,69,9,1,0,40-49,5-9,0-4,0-4,90-100,0-9,0-9,50-59,1
2943,F,30000,3,5,5,57,7,2,2,60-69,5-9,5-9,5-9,90-100,60-69,30-39,20-29,2
2944,M,43000,0,2,4,8,2,1,2,30-39,0-4,0-4,5-9,50-59,0-9,40-49,90-100,-1
2945,M,71000,4,2,5,696,63,0,3,50-59,10-14,0-4,5-9,40-49,80-89,30-39,90-100,-1
2946,M,50000,3,2,4,238,11,1,2,60-69,20-24,0-4,5-9,50-59,70-79,40-49,30-39,-1
2947,F,85000,3,3,4,204,25,1,1,70-79,5-9,5-9,0-4,70-79,70-79,30-39,10-19,2
2948,F,56000,2,4,4,24,4,1,1,40-49,5-9,5-9,0-4,90-100,50-59,30-39,20-29,2
2949,F,65000,2,4,5,124,15,1,1,50-59,5-9,0-4,0-4,80-89,40-49,30-39,30-39,2
2950,M,31000,2,4,4,52,2,2,1,60-69,15-19,5-9,0-4,90-100,50-59,30-39,40-49,0
2951,M,47000,2,4,5,50,4,2,2,80+,10-14,5-9,0-4,80-89,40-49,50-59,40-49,0
2952,M,37000,0,3,4,0,0,2,1,50-59,0-4,0-4,0-4,70-79,0-9,50-59,60-69,0
2953,M,58000,1,5,5,21,3,2,2,40-49,5-9,5-9,0-4,90-100,20-29,50-59,20-29,2
2954,M,70000,0,2,4,27,5,1,2,40-49,5-9,0-4,0-4,50-59,0-9,60-69,50-59,2
2955,M,66000,0,1,4,12,4,1,1,60-69,0-4,0-4,0-4,20-29,0-9,50-59,90-100,0
2956,M,38000,5,3,5,201,10,1,2,20-29,20-24,0-4,10-14,60-69,90-100,20-29,30-39,0
2957,M,32000,1,1,3,22,3,0,2,11-19,5-9,0-4,0-4,30-39,30-39,50-59,30-39,-1
2958,M,98000,5,4,6,104,34,3,2,60-69,0-4,5-9,5-9,60-69,80-89,20-29,30-39,0
2959,F,60000,3,5,5,235,16,2,1,50-59,10-14,5-9,0-4,90-100,60-69,30-39,30-39,0
2960,M,39000,4,4,5,72,9,3,0,40-49,5-9,10-14,0-4,80-89,80-89,0-9,20-29,2
2961,F,77000,0,6,6,20,20,3,1,50-59,0-4,5-9,0-4,90-100,0-9,50-59,50-59,0
2962,F,33000,2,3,4,63,7,2,1,60-69,5-9,0-4,5-9,70-79,50-59,20-29,50-59,2
2963,M,47000,3,3,4,73,3,1,3,20-29,20-24,0-4,5-9,70-79,70-79,30-39,50-59,0
2964,M,37000,0,2,5,8,1,1,2,11-19,5-9,0-4,0-4,40-49,0-9,50-59,50-59,2
