,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
4408,F,118000,4,3,5,162,23,2,2,80+,5-9,5-9,5-9,60-69,80-89,30-39,30-39
4409,F,68000,2,0,2,33,6,0,1,80+,5-9,0-4,0-4,0-9,90-100,20-29,30-39
4410,F,45000,0,1,4,10,3,2,1,30-39,0-4,0-4,0-4,20-29,0-9,90-100,60-69
4411,F,70000,2,3,3,155,19,2,0,50-59,5-9,5-9,0-4,90-100,60-69,0-9,30-39
4412,F,113000,1,3,3,38,19,0,3,50-59,0-4,0-4,5-9,90-100,30-39,40-49,30-39
4413,M,48000,0,3,5,37,3,1,0,60-69,10-14,0-4,0-4,60-69,0-9,0-9,50-59
4414,F,33000,4,4,5,151,8,2,2,50-59,15-19,5-9,5-9,80-89,80-89,30-39,30-39
4415,M,102000,3,3,5,282,28,2,1,70-79,10-14,5-9,0-4,60-69,60-69,50-59,30-39
4416,M,72000,3,4,6,240,21,2,0,70-79,10-14,5-9,0-4,60-69,50-59,0-9,20-29
4417,M,50000,3,4,4,60,3,2,1,70-79,15-19,5-9,5-9,90-100,70-79,10-19,40-49
4418,M,82000,2,5,6,101,20,3,1,50-59,5-9,5-9,0-4,80-89,30-39,30-39,50-59
4419,F,82000,3,4,4,271,19,2,2,50-59,10-14,5-9,5-9,90-100,70-79,30-39,40-49
4420,M,90000,3,4,5,128,32,1,3,70-79,0-4,5-9,5-9,80-89,60-69,40-49,20-29
4421,M,73000,1,3,4,50,3,2,1,40-49,10-14,0-4,0-4,70-79,20-29,30-39,60-69
4422,M,43000,5,4,6,136,11,2,2,50-59,10-14,5-9,5-9,60-69,80-89,40-49,20-29
4423,F,90000,1,1,4,46,23,2,1,50-59,0-4,0-4,0-4,20-29,20-29,90-100,50-59
4424,F,45000,4,4,5,103,9,2,1,40-49,10-14,10-14,0-4,80-89,80-89,90-100,10-19
4425,M,31000,0,4,6,25,1,4,1,40-49,10-14,5-9,0-4,60-69,0-9,50-59,50-59
4426,F,66000,2,3,4,179,17,1,1,60-69,10-14,0-4,0-4,70-79,50-59,30-39,30-39
4427,M,68000,2,4,4,108,18,2,0,40-49,5-9,5-9,0-4,90-100,50-59,0-9,30-39
4428,M,55000,4,6,6,176,17,1,3,60-69,10-14,0-4,5-9,90-100,60-69,30-39,30-39
4429,F,39000,0,2,6,2,2,1,2,50-59,0-4,0-4,0-4,30-39,0-9,60-69,50-59
4430,F,35000,2,4,4,116,7,1,2,20-29,15-19,0-4,5-9,90-100,50-59,30-39,50-59
4431,M,55000,1,3,6,38,2,2,1,30-39,10-14,5-9,0-4,50-59,10-19,30-39,40-49
4432,F,70000,0,3,5,16,3,1,3,40-49,5-9,0-4,5-9,60-69,0-9,60-69,50-59
4433,F,55000,2,5,5,42,14,2,0,50-59,0-4,5-9,0-4,90-100,40-49,0-9,20-29
4434,M,89000,1,2,3,1054,210,2,0,80+,5-9,5-9,0-4,60-69,30-39,0-9,40-49
4435,M,49000,0,2,5,13,2,2,1,11-19,5-9,5-9,0-4,40-49,0-9,90-100,40-49
4436,F,84000,4,4,6,945,135,1,2,70-79,5-9,5-9,5-9,60-69,60-69,40-49,20-29
4437,M,31000,0,3,5,16,2,2,2,20-29,5-9,5-9,0-4,60-69,0-9,60-69,40-49
4438,M,63000,1,2,3,81,16,1,1,40-49,5-9,0-4,0-4,60-69,30-39,50-59,20-29
4439,F,86000,4,4,4,143,20,0,2,80+,5-9,0-4,10-14,90-100,90-100,10-19,20-29
4440,M,46000,4,5,6,66,13,1,2,20-29,5-9,0-4,5-9,80-89,60-69,20-29,50-59
4441,M,60000,1,3,4,24,12,2,0,50-59,0-4,5-9,0-4,70-79,20-29,0-9,20-29
4442,M,95000,5,4,5,226,28,2,2,80+,5-9,5-9,5-9,80-89,90-100,20-29,30-39
4443,M,59000,0,2,3,20,4,2,1,20-29,5-9,0-4,0-4,60-69,0-9,90-100,50-59
4444,M,51000,1,3,4,41,10,1,2,60-69,0-4,0-4,5-9,70-79,20-29,30-39,50-59
4445,M,44000,3,3,4,169,13,0,2,70-79,10-14,0-4,10-14,70-79,70-79,20-29,50-59
4446,M,75000,2,2,3,42,4,2,1,60-69,10-14,0-4,0-4,60-69,60-69,30-39,50-59
4447,F,90000,2,6,6,63,21,2,2,50-59,0-4,5-9,5-9,90-100,30-39,40-49,40-49
4448,M,61000,1,2,3,122,17,2,0,40-49,5-9,5-9,0-4,60-69,30-39,0-9,30-39
4449,M,76000,1,3,3,93,18,1,1,50-59,5-9,0-4,0-4,90-100,30-39,50-59,30-39
4450,F,36000,2,3,4,167,10,1,1,70-79,15-19,0-4,0-4,70-79,50-59,30-39,30-39
4451,M,77000,5,5,5,287,20,2,2,40-49,10-14,5-9,5-9,90-100,90-100,20-29,30-39
4452,F,73000,2,6,6,73,18,2,1,60-69,0-4,5-9,0-4,90-100,30-39,30-39,40-49
4453,F,59000,5,5,5,120,17,1,3,40-49,5-9,0-4,10-14,90-100,90-100,20-29,30-39
4454,F,54000,5,5,6,127,15,2,2,50-59,5-9,5-9,5-9,80-89,80-89,40-49,20-29
4455,M,40000,2,3,4,54,2,4,0,20-29,20-24,5-9,0-4,70-79,50-59,0-9,40-49
4456,M,71000,4,3,4,257,19,3,1,60-69,10-14,5-9,0-4,70-79,90-100,30-39,30-39
4457,F,67000,2,3,3,67,16,1,1,60-69,0-4,0-4,0-4,90-100,60-69,30-39,30-39
4458,M,92000,5,3,6,222,24,1,4,60-69,5-9,0-4,10-14,50-59,80-89,30-39,30-39
4459,F,46000,2,4,6,27,2,2,1,30-39,10-14,0-4,5-9,60-69,30-39,10-19,50-59
4460,F,72000,2,4,4,189,18,1,0,40-49,10-14,5-9,0-4,90-100,50-59,0-9,10-19
4461,F,58000,4,5,5,84,3,2,1,60-69,20-24,5-9,5-9,90-100,80-89,10-19,20-29
4462,M,70000,0,2,4,13,4,1,1,20-29,0-4,0-4,0-4,50-59,0-9,20-29,50-59
4463,F,34000,1,4,4,400,36,1,0,30-39,10-14,5-9,0-4,90-100,20-29,0-9,20-29
4464,M,69000,0,3,4,23,2,1,3,30-39,5-9,0-4,5-9,70-79,0-9,60-69,50-59
4465,M,34000,2,1,2,32,3,0,2,50-59,10-14,0-4,5-9,50-59,90-100,40-49,50-59
4466,M,64000,3,3,4,38,3,1,3,40-49,10-14,0-4,5-9,70-79,70-79,40-49,30-39
4467,F,83000,3,3,6,580,52,1,2,60-69,10-14,0-4,5-9,50-59,50-59,30-39,30-39
4468,M,79000,3,1,3,113,22,1,2,50-59,5-9,0-4,5-9,30-39,90-100,40-49,50-59
4469,M,32000,1,4,6,185,7,2,2,20-29,25-29,0-4,5-9,60-69,10-19,40-49,50-59
4470,F,36000,1,5,5,21,3,2,1,40-49,5-9,5-9,0-4,90-100,20-29,50-59,20-29
4471,F,83000,4,4,4,971,64,1,3,60-69,15-19,0-4,5-9,90-100,90-100,30-39,30-39
4472,M,73000,5,5,5,213,23,2,2,50-59,5-9,5-9,5-9,90-100,90-100,30-39,20-29
4473,F,72000,4,4,5,311,22,2,2,60-69,10-14,5-9,5-9,80-89,80-89,30-39,40-49
4474,M,61000,4,5,6,68,3,1,1,30-39,15-19,0-4,10-14,80-89,60-69,0-9,50-59
4475,F,68000,3,3,4,94,18,1,2,50-59,5-9,0-4,5-9,70-79,70-79,30-39,50-59
4476,M,81000,2,3,3,124,31,3,0,50-59,0-4,5-9,0-4,90-100,60-69,0-9,30-39
4477,M,75000,2,2,3,190,21,1,1,50-59,5-9,0-4,0-4,60-69,60-69,30-39,30-39
4478,F,85000,2,2,5,125,20,2,0,50-59,5-9,5-9,0-4,40-49,40-49,0-9,40-49
4479,M,60000,6,5,6,198,16,2,3,60-69,10-14,5-9,10-14,80-89,90-100,20-29,30-39
4480,M,63000,2,2,4,185,18,1,2,50-59,10-14,0-4,5-9,50-59,50-59,40-49,90-100
4481,M,66000,2,3,5,20,4,3,1,50-59,5-9,5-9,0-4,60-69,40-49,30-39,50-59
4482,F,109000,1,2,3,59,29,2,1,50-59,0-4,5-9,0-4,60-69,30-39,90-100,40-49
4483,M,72000,0,1,3,1,1,0,2,20-29,0-4,0-4,0-4,30-39,0-9,50-59,40-49
4484,M,83000,5,6,6,259,23,3,2,40-49,10-14,5-9,5-9,90-100,80-89,30-39,30-39
4485,M,97000,4,4,4,205,22,3,1,70-79,5-9,5-9,0-4,90-100,90-100,30-39,30-39
4486,F,33000,3,3,4,37,7,2,1,60-69,5-9,5-9,0-4,70-79,70-79,50-59,20-29
4487,F,73000,4,1,4,186,20,1,2,20-29,5-9,0-4,5-9,20-29,90-100,20-29,50-59
4488,F,43000,2,2,5,26,3,2,2,50-59,5-9,0-4,0-4,40-49,40-49,50-59,50-59
4489,M,87000,4,5,6,191,23,2,2,60-69,5-9,0-4,5-9,80-89,60-69,20-29,50-59
4490,M,39000,1,2,4,12,3,2,1,70-79,0-4,0-4,0-4,50-59,20-29,50-59,50-59
4491,M,86000,1,3,5,72,24,2,2,50-59,0-4,0-4,0-4,60-69,20-29,60-69,50-59
4492,F,116000,1,2,3,94,23,1,0,50-59,0-4,0-4,0-4,60-69,30-39,0-9,30-39
4493,M,45000,0,3,3,22,2,2,1,60-69,10-14,0-4,0-4,90-100,0-9,50-59,50-59
4494,M,51000,5,4,5,142,14,2,2,80+,10-14,5-9,5-9,80-89,90-100,20-29,40-49
4495,M,57000,1,2,3,44,2,0,2,50-59,15-19,0-4,5-9,60-69,30-39,30-39,40-49
4496,F,57000,3,4,4,46,15,2,0,70-79,0-4,5-9,0-4,90-100,70-79,0-9,20-29
4497,F,87000,4,4,4,952,119,1,2,60-69,5-9,0-4,5-9,90-100,90-100,20-29,30-39
4498,M,88000,1,5,5,50,25,2,1,50-59,0-4,5-9,0-4,90-100,20-29,50-59,20-29
4499,F,78000,2,3,4,109,21,2,1,60-69,5-9,5-9,0-4,70-79,50-59,50-59,40-49
4500,M,61000,3,4,4,186,16,1,2,50-59,10-14,0-4,5-9,90-100,70-79,30-39,30-39
4501,F,65000,0,2,6,15,2,0,3,30-39,5-9,0-4,5-9,30-39,0-9,30-39,30-39
4502,M,80000,0,5,6,17,17,1,2,60-69,0-4,0-4,5-9,80-89,0-9,30-39,30-39
4503,F,107000,2,3,4,186,31,2,0,50-59,5-9,5-9,0-4,70-79,50-59,0-9,30-39
4504,F,96000,1,3,5,76,25,1,2,50-59,0-4,0-4,0-4,60-69,20-29,50-59,50-59
4505,M,49000,0,3,5,2,0,2,2,30-39,0-4,5-9,0-4,60-69,0-9,60-69,40-49
4506,F,62000,0,2,4,6,2,1,2,60-69,0-4,0-4,0-4,50-59,0-9,50-59,50-59
4507,F,81000,3,4,4,157,22,2,1,50-59,5-9,5-9,0-4,90-100,70-79,30-39,30-39
4508,M,74000,1,2,5,25,5,1,2,20-29,5-9,0-4,0-4,40-49,20-29,50-59,50-59
4509,M,67000,4,4,4,269,17,2,1,20-29,15-19,5-9,0-4,90-100,90-100,30-39,20-29
4510,O,57000,3,1,4,180,15,1,2,70-79,10-14,0-4,5-9,20-29,70-79,40-49,50-59
4511,F,78000,3,4,6,197,24,0,3,50-59,5-9,0-4,5-9,60-69,50-59,30-39,50-59
4512,M,44000,1,3,5,13,2,1,2,60-69,5-9,0-4,5-9,60-69,20-29,20-29,50-59
4513,M,38000,0,5,6,5,1,2,1,40-49,0-4,5-9,0-4,80-89,0-9,50-59,30-39
4514,M,39000,0,1,2,3,0,0,0,30-39,0-4,0-4,0-4,50-59,0-9,0-9,30-39
4515,F,73000,3,4,4,946,86,1,2,60-69,10-14,0-4,5-9,90-100,70-79,20-29,30-39
4516,F,61000,5,3,5,307,16,2,2,40-49,15-19,5-9,5-9,60-69,90-100,30-39,20-29
4517,F,54000,3,2,3,226,13,1,2,40-49,15-19,0-4,5-9,60-69,90-100,40-49,30-39
4518,M,71000,0,5,5,32,2,1,2,30-39,10-14,0-4,5-9,90-100,0-9,30-39,50-59
4519,M,65000,0,3,6,6,3,1,2,11-19,0-4,0-4,0-4,50-59,0-9,50-59,50-59
4520,F,51000,3,3,5,157,12,1,4,30-39,10-14,0-4,5-9,60-69,60-69,40-49,50-59
4521,M,49000,3,4,5,89,9,1,3,50-59,5-9,0-4,5-9,80-89,60-69,30-39,50-59
4522,M,40000,0,4,5,15,2,2,2,80+,5-9,0-4,0-4,80-89,0-9,60-69,50-59
4523,F,80000,3,4,5,77,25,0,3,60-69,0-4,0-4,10-14,80-89,60-69,30-39,50-59
4524,M,57000,1,5,5,53,13,1,2,50-59,0-4,0-4,0-4,90-100,20-29,50-59,30-39
4525,F,43000,0,2,4,12,2,1,1,20-29,5-9,0-4,0-4,50-59,0-9,50-59,50-59
4526,M,31000,0,4,6,9,4,2,3,60-69,0-4,0-4,5-9,60-69,0-9,60-69,50-59
4527,F,56000,5,5,5,147,14,2,1,40-49,10-14,10-14,0-4,90-100,90-100,30-39,10-19
4528,F,58000,2,2,6,41,13,0,3,40-49,0-4,0-4,5-9,30-39,30-39,30-39,10-19
4529,M,71000,3,2,5,70,17,1,2,50-59,0-4,0-4,5-9,40-49,60-69,30-39,50-59
4530,F,87000,2,3,3,71,17,1,1,70-79,0-4,0-4,5-9,90-100,60-69,10-19,50-59
4531,M,40000,4,5,6,57,3,2,1,20-29,15-19,5-9,5-9,80-89,60-69,10-19,30-39
4532,M,32000,0,1,4,10,2,2,1,50-59,5-9,0-4,0-4,20-29,0-9,50-59,60-69
4533,F,105000,2,1,3,117,23,2,0,60-69,5-9,5-9,0-4,30-39,60-69,0-9,30-39
4534,F,73000,3,4,4,175,19,1,2,60-69,5-9,0-4,5-9,90-100,70-79,30-39,30-39
4535,M,44000,0,0,1,13,2,0,1,70-79,5-9,0-4,0-4,0-9,0-9,90-100,30-39
4536,M,45000,1,3,4,32,4,1,2,20-29,5-9,0-4,0-4,70-79,20-29,60-69,30-39
4537,M,104000,3,4,4,168,24,2,1,50-59,5-9,5-9,0-4,90-100,70-79,30-39,30-39
4538,F,65000,0,2,5,13,2,1,2,70-79,5-9,0-4,0-4,40-49,0-9,60-69,20-29
4539,F,56000,2,4,4,136,13,1,1,20-29,10-14,0-4,0-4,90-100,50-59,30-39,30-39
4540,F,87000,3,2,3,158,22,0,2,50-59,5-9,0-4,5-9,60-69,90-100,20-29,30-39
4541,F,86000,3,3,4,226,25,1,1,50-59,5-9,0-4,5-9,70-79,70-79,20-29,30-39
4542,F,100000,1,2,5,21,21,1,3,80+,0-4,0-4,5-9,40-49,20-29,60-69,30-39
4543,M,54000,1,5,5,53,2,3,1,40-49,20-24,5-9,0-4,90-100,20-29,30-39,30-39
4544,O,63000,3,4,4,189,18,1,2,50-59,10-14,0-4,5-9,90-100,70-79,30-39,30-39
4545,M,41000,3,5,5,85,8,2,2,20-29,10-14,5-9,5-9,90-100,60-69,30-39,40-49
4546,M,56000,0,3,4,13,2,1,2,50-59,5-9,0-4,5-9,70-79,0-9,40-49,50-59
4547,F,120000,5,3,6,245,27,2,1,60-69,5-9,10-14,0-4,50-59,80-89,50-59,10-19
4548,F,109000,3,3,5,228,28,1,2,70-79,5-9,0-4,5-9,60-69,60-69,20-29,90-100
4549,F,85000,3,5,5,180,22,1,2,60-69,5-9,0-4,5-9,90-100,60-69,30-39,30-39
4550,M,53000,5,6,6,171,13,2,2,40-49,10-14,5-9,5-9,90-100,80-89,30-39,20-29
4551,M,55000,5,4,5,143,14,1,3,60-69,10-14,0-4,10-14,80-89,90-100,20-29,30-39
4552,M,53000,2,4,4,19,4,2,1,20-29,0-4,5-9,0-4,90-100,50-59,30-39,40-49
4553,M,38000,0,2,4,31,2,2,1,70-79,10-14,0-4,0-4,50-59,0-9,90-100,50-59
4554,M,49000,0,2,2,16,3,1,0,50-59,5-9,0-4,0-4,90-100,0-9,0-9,50-59
4555,M,90000,2,3,3,163,27,0,1,80+,5-9,0-4,5-9,90-100,60-69,10-19,50-59
4556,F,87000,5,4,5,186,20,3,1,50-59,5-9,10-14,0-4,80-89,90-100,50-59,20-29
4557,F,109000,3,3,4,275,30,1,2,60-69,5-9,0-4,5-9,70-79,70-79,20-29,30-39
4558,M,86000,4,5,5,164,20,2,2,50-59,5-9,5-9,5-9,90-100,80-89,30-39,30-39
4559,M,58000,0,2,5,9,1,2,2,30-39,5-9,0-4,0-4,40-49,0-9,50-59,60-69
4560,M,90000,5,4,6,252,25,4,0,60-69,10-14,10-14,0-4,60-69,80-89,0-9,20-29
4561,M,36000,0,3,5,16,3,0,3,70-79,5-9,0-4,5-9,60-69,0-9,60-69,20-29
4562,F,89000,3,2,5,68,22,2,1,50-59,0-4,5-9,0-4,40-49,60-69,20-29,30-39
4563,F,71000,5,5,6,192,17,3,2,70-79,10-14,5-9,5-9,80-89,80-89,30-39,30-39
4564,M,87000,4,4,5,152,25,2,2,70-79,5-9,5-9,5-9,80-89,80-89,20-29,30-39
4565,F,31000,4,4,5,84,7,1,3,70-79,10-14,0-4,5-9,80-89,80-89,30-39,50-59
4566,F,84000,0,4,5,44,22,1,1,60-69,0-4,0-4,0-4,80-89,0-9,50-59,50-59
4567,M,48000,1,3,5,20,2,1,2,70-79,5-9,0-4,0-4,60-69,20-29,60-69,20-29
4568,M,68000,3,5,6,41,4,2,2,30-39,5-9,5-9,5-9,80-89,50-59,20-29,40-49
4569,M,64000,3,4,4,132,16,2,1,50-59,5-9,5-9,0-4,90-100,70-79,30-39,30-39
4570,M,57000,2,2,4,52,17,0,3,50-59,0-4,0-4,5-9,50-59,50-59,30-39,30-39
4571,F,73000,3,3,5,147,21,2,1,50-59,5-9,5-9,0-4,60-69,60-69,30-39,40-49
4572,F,31000,3,4,5,58,3,1,2,30-39,15-19,0-4,5-9,80-89,60-69,30-39,30-39
4573,M,60000,3,4,6,42,14,3,2,40-49,0-4,5-9,0-4,60-69,50-59,50-59,30-39
4574,M,119000,2,2,5,109,27,0,2,70-79,0-4,0-4,5-9,40-49,40-49,30-39,30-39
4575,M,93000,0,2,2,117,29,0,0,70-79,0-4,0-4,0-4,90-100,0-9,0-9,30-39
4576,M,35000,5,4,6,140,8,2,1,40-49,15-19,5-9,5-9,60-69,80-89,10-19,30-39
4577,F,58000,4,4,5,272,15,2,2,60-69,15-19,5-9,5-9,80-89,80-89,40-49,30-39
4578,F,64000,2,5,5,111,13,2,0,80+,5-9,5-9,0-4,90-100,40-49,0-9,30-39
4579,M,40000,1,4,6,21,5,1,3,40-49,0-4,0-4,5-9,60-69,10-19,40-49,20-29
4580,M,65000,4,4,6,55,3,1,1,60-69,15-19,5-9,5-9,60-69,60-69,20-29,10-19
4581,M,55000,2,5,6,50,2,1,1,30-39,15-19,0-4,5-9,80-89,30-39,10-19,50-59
4582,M,36000,0,3,5,18,2,1,2,40-49,5-9,0-4,5-9,60-69,0-9,30-39,50-59
4583,F,108000,4,5,5,106,26,2,2,60-69,0-4,5-9,5-9,90-100,80-89,30-39,30-39
4584,F,59000,3,3,5,156,15,1,2,60-69,10-14,5-9,0-4,60-69,60-69,50-59,10-19
4585,M,33000,3,5,6,84,9,0,3,80+,5-9,0-4,5-9,80-89,50-59,30-39,10-19
4586,F,33000,3,4,5,100,7,2,1,30-39,10-14,5-9,0-4,80-89,60-69,90-100,20-29
4587,F,59000,1,4,4,72,14,1,1,60-69,5-9,0-4,0-4,90-100,20-29,30-39,50-59
4588,F,54000,3,2,6,201,14,1,1,30-39,10-14,0-4,5-9,30-39,50-59,20-29,30-39
4589,F,70000,0,2,3,6,3,1,1,30-39,0-4,0-4,0-4,60-69,0-9,50-59,90-100
4590,M,70000,4,5,5,296,19,1,2,50-59,15-19,5-9,5-9,90-100,80-89,30-39,10-19
4591,F,31000,2,3,4,39,3,1,1,70-79,10-14,0-4,5-9,70-79,50-59,10-19,50-59
4592,M,60000,3,5,5,69,13,2,1,50-59,5-9,5-9,5-9,90-100,60-69,10-19,40-49
4593,F,70000,5,5,5,178,19,2,1,40-49,5-9,5-9,5-9,90-100,90-100,10-19,30-39
4594,M,35000,3,5,5,91,9,1,2,40-49,10-14,0-4,5-9,90-100,60-69,20-29,30-39
4595,M,71000,2,2,4,83,16,0,3,70-79,5-9,0-4,5-9,50-59,50-59,40-49,30-39
4596,O,98000,3,5,5,289,24,2,0,60-69,10-14,5-9,0-4,90-100,60-69,0-9,20-29
4597,F,39000,4,2,5,386,29,1,2,70-79,10-14,0-4,5-9,40-49,80-89,20-29,30-39
4598,F,68000,3,5,6,224,18,1,2,50-59,10-14,0-4,5-9,80-89,50-59,30-39,30-39
4599,F,38000,2,4,5,120,9,1,1,80+,10-14,0-4,5-9,80-89,40-49,20-29,50-59
4600,M,74000,1,3,6,27,3,2,3,40-49,5-9,5-9,0-4,50-59,10-19,90-100,40-49
4601,F,92000,3,3,3,181,22,1,2,60-69,5-9,0-4,5-9,90-100,90-100,30-39,30-39
4602,F,51000,3,2,5,88,9,2,1,30-39,5-9,5-9,0-4,40-49,60-69,50-59,30-39
4603,F,41000,3,2,6,104,10,1,2,50-59,10-14,0-4,5-9,30-39,50-59,40-49,50-59
4604,M,119000,2,2,5,82,27,2,2,50-59,0-4,0-4,0-4,40-49,40-49,60-69,50-59
4605,M,73000,2,4,4,67,16,3,1,40-49,0-4,5-9,0-4,90-100,50-59,30-39,40-49
4606,M,39000,1,3,5,16,2,1,2,30-39,5-9,0-4,0-4,60-69,20-29,50-59,50-59
4607,F,33000,4,3,5,119,8,2,2,20-29,10-14,5-9,5-9,60-69,80-89,20-29,40-49
4608,F,86000,3,5,6,230,23,3,1,70-79,10-14,5-9,0-4,80-89,50-59,50-59,30-39
4609,F,105000,3,3,5,98,24,1,2,70-79,0-4,0-4,5-9,60-69,60-69,20-29,30-39
4610,F,46000,1,2,5,10,1,2,3,30-39,5-9,0-4,5-9,40-49,20-29,60-69,60-69
4611,F,112000,2,2,4,125,25,1,2,60-69,5-9,0-4,0-4,50-59,50-59,50-59,30-39
4612,F,58000,4,3,5,215,15,2,1,30-39,10-14,5-9,0-4,60-69,80-89,50-59,20-29
4613,F,72000,4,2,5,182,22,2,1,50-59,5-9,5-9,0-4,40-49,80-89,20-29,30-39
4614,M,46000,2,2,4,51,3,2,1,60-69,10-14,0-4,0-4,50-59,50-59,30-39,50-59
4615,M,50000,1,1,2,32,3,1,0,40-49,5-9,0-4,0-4,50-59,50-59,0-9,30-39
4616,M,44000,2,4,4,37,1,2,2,30-39,20-24,0-4,5-9,90-100,50-59,30-39,50-59
4617,M,46000,0,3,5,12,4,3,1,30-39,0-4,5-9,0-4,60-69,0-9,90-100,40-49
4618,M,54000,0,2,5,18,3,2,1,40-49,5-9,0-4,0-4,40-49,0-9,30-39,50-59
4619,F,74000,5,5,5,225,20,2,2,70-79,10-14,5-9,5-9,90-100,90-100,30-39,20-29
4620,M,41000,3,4,5,148,10,2,1,60-69,10-14,5-9,0-4,80-89,60-69,30-39,20-29
4621,M,114000,2,2,6,127,21,1,1,50-59,5-9,0-4,0-4,30-39,30-39,30-39,30-39
4622,F,48000,3,2,5,103,12,1,3,20-29,5-9,0-4,5-9,40-49,60-69,40-49,30-39
4623,M,36000,2,4,4,22,5,2,1,60-69,0-4,5-9,0-4,90-100,50-59,50-59,20-29
4624,M,68000,2,2,6,34,2,0,2,40-49,10-14,0-4,5-9,30-39,30-39,20-29,20-29
4625,F,52000,4,3,4,78,13,1,2,80+,5-9,0-4,5-9,70-79,90-100,20-29,30-39
4626,M,111000,4,5,5,189,27,2,1,70-79,5-9,5-9,0-4,90-100,80-89,30-39,20-29
4627,M,58000,0,2,3,6,2,1,1,50-59,0-4,0-4,0-4,60-69,0-9,50-59,50-59
4628,M,30000,4,3,6,76,6,0,3,30-39,10-14,0-4,10-14,50-59,60-69,20-29,50-59
4629,O,36000,1,5,5,84,7,2,1,20-29,10-14,5-9,0-4,90-100,20-29,30-39,20-29
4630,F,69000,6,5,6,177,17,3,2,50-59,10-14,5-9,5-9,80-89,90-100,20-29,30-39
4631,M,48000,0,4,6,11,2,3,2,60-69,5-9,5-9,5-9,60-69,0-9,40-49,60-69
4632,F,101000,2,2,3,134,26,1,1,80+,5-9,0-4,0-4,60-69,60-69,30-39,20-29
4633,F,98000,2,3,3,119,29,2,0,50-59,0-4,5-9,0-4,90-100,60-69,0-9,20-29
4634,M,48000,0,4,6,12,3,0,2,60-69,0-4,0-4,5-9,60-69,0-9,40-49,20-29
4635,M,33000,3,3,3,88,9,1,1,20-29,5-9,5-9,0-4,90-100,90-100,30-39,10-19
4636,F,90000,4,4,4,384,22,1,2,40-49,15-19,0-4,5-9,90-100,90-100,20-29,30-39
4637,M,85000,2,3,4,148,21,2,0,60-69,5-9,5-9,0-4,70-79,50-59,0-9,20-29
4638,M,60000,4,3,4,587,32,2,1,30-39,15-19,5-9,0-4,70-79,90-100,30-39,20-29
4639,M,70000,1,3,4,29,4,0,2,30-39,5-9,0-4,5-9,70-79,20-29,40-49,20-29
4640,M,31000,2,4,6,147,7,2,0,40-49,20-24,5-9,0-4,60-69,30-39,0-9,20-29
4641,F,82000,2,4,4,170,21,1,1,70-79,5-9,0-4,0-4,90-100,50-59,30-39,30-39
4642,F,88000,2,2,4,95,23,2,1,60-69,0-4,5-9,0-4,50-59,50-59,90-100,40-49
4643,F,71000,5,4,5,337,21,2,3,50-59,15-19,5-9,5-9,80-89,90-100,30-39,30-39
4644,F,50000,5,4,5,167,12,3,1,30-39,10-14,10-14,0-4,80-89,90-100,30-39,20-29
4645,F,43000,3,5,5,107,9,0,3,40-49,10-14,0-4,10-14,90-100,60-69,20-29,20-29
4646,M,60000,2,4,4,51,17,3,0,50-59,0-4,10-14,0-4,90-100,50-59,0-9,30-39
4647,M,47000,2,2,3,109,9,1,2,11-19,10-14,0-4,0-4,60-69,60-69,50-59,30-39
4648,F,70000,3,5,6,193,17,2,1,20-29,10-14,5-9,0-4,80-89,50-59,30-39,30-39
4649,M,42000,2,3,5,33,2,2,2,30-39,15-19,5-9,5-9,60-69,40-49,40-49,40-49
4650,F,87000,3,2,5,207,23,0,2,60-69,5-9,0-4,5-9,40-49,60-69,20-29,40-49
4651,F,93000,3,3,5,69,23,2,1,60-69,0-4,5-9,0-4,60-69,60-69,20-29,40-49
4652,F,89000,2,3,5,45,22,1,2,80+,0-4,0-4,5-9,60-69,40-49,40-49,30-39
4653,F,104000,2,2,3,135,27,2,1,60-69,5-9,0-4,0-4,60-69,60-69,30-39,50-59
4654,M,43000,0,2,3,14,2,0,0,20-29,5-9,0-4,0-4,60-69,0-9,0-9,50-59
4655,M,56000,2,3,5,99,5,2,1,40-49,15-19,5-9,0-4,60-69,40-49,30-39,20-29
4656,M,38000,2,3,4,36,3,2,1,50-59,10-14,0-4,5-9,70-79,50-59,10-19,60-69
4657,M,70000,2,2,4,502,83,2,0,40-49,5-9,5-9,0-4,50-59,50-59,0-9,40-49
4658,M,54000,2,2,2,92,15,2,0,40-49,5-9,5-9,0-4,90-100,90-100,0-9,30-39
4659,M,74000,3,2,4,79,4,1,2,70-79,15-19,0-4,5-9,50-59,70-79,30-39,30-39
4660,M,48000,3,6,6,98,12,2,1,30-39,5-9,5-9,5-9,90-100,50-59,10-19,40-49
4661,M,92000,2,5,5,134,22,0,3,60-69,5-9,0-4,5-9,90-100,40-49,30-39,40-49
4662,M,74000,3,4,6,17,4,3,3,20-29,0-4,5-9,0-4,60-69,50-59,70-79,30-39
4663,F,53000,4,4,5,39,2,3,2,11-19,15-19,5-9,5-9,80-89,80-89,40-49,30-39
4664,M,47000,2,4,5,55,3,2,1,40-49,15-19,5-9,0-4,80-89,40-49,30-39,40-49
